quantile,value,horizon,scenario_id,n_bootstrapping
0.05,4570.761473331006,24,D-2024-08-01,0
0.1,6525.086371953374,24,D-2024-08-01,0
0.15,7210.83070289748,24,D-2024-08-01,0
0.2,7451.519244426164,24,D-2024-08-01,0
0.25,7798.238565136742,24,D-2024-08-01,0
0.3,8454.035769117947,24,D-2024-08-01,0
0.35,9585.857440604741,24,D-2024-08-01,0
0.4,10798.827802190737,24,D-2024-08-01,0
0.45,13110.78490544401,24,D-2024-08-01,0
0.5,14545.387113385665,24,D-2024-08-01,0
0.55,14916.379634797571,24,D-2024-08-01,0
0.6,15204.86045277199,24,D-2024-08-01,0
0.65,15620.461155310688,24,D-2024-08-01,0
0.7,17547.59247650769,24,D-2024-08-01,0
0.75,19656.228654947507,24,D-2024-08-01,0
0.8,21115.4437697755,24,D-2024-08-01,0
0.85,23103.19316427475,24,D-2024-08-01,0
0.9,31727.831876312073,24,D-2024-08-01,0
0.95,34207.60964065018,24,D-2024-08-01,0
0.975,35911.94880281294,24,D-2024-08-01,0
0.99,38601.9271350462,24,D-2024-08-01,0
