n_bootstrap,k_perc,week,wis_adaptive_ensemble2,wis_original_ensemble2,wis_rel_original2
6,15,2025-03-22,1848.0766872205247,2103.272644567502,0.8786672008471571
6,15,2025-03-29,1417.5715189056614,1674.7966202064322,0.8464141268274916
6,15,2025-04-05,1132.550550202344,1372.8778073979756,0.824946360192736
6,15,2025-04-12,980.9417266513701,1180.0156433674351,0.8312955274491416
6,15,2025-04-19,918.2076767417846,1066.5645425232685,0.8609021209063422
6,15,2025-04-26,875.008975485932,982.6319850069754,0.8904747543707532
6,15,2025-05-03,816.8496491926605,894.6726115591324,0.9130151506137525
6,15,2025-05-10,794.4980248201696,855.668758248487,0.9285111991776689
6,15,2025-05-17,785.4157298617544,834.9589254792028,0.9406639127918605
6,15,2025-05-24,806.3511941446361,860.6560801847086,0.9369029194234962
6,25,2024-11-30,7665.669685628803,8054.518623167836,0.9517228830509427
6,25,2024-12-07,8003.180517765538,8212.357972615127,0.9745289409512942
6,25,2024-12-14,8289.235259430621,8363.583880388243,0.9911104351889192
6,25,2024-12-21,8738.202046063954,8525.503582174097,1.0249484927007229
6,25,2024-12-28,9281.74870352064,8734.763689644491,1.0626216155709658
6,25,2025-01-04,9449.442441026698,8930.263003157183,1.058137082601707
6,25,2025-01-11,9272.81753961299,8838.394234677018,1.0491518361142493
6,25,2025-01-18,9398.597269006159,8917.99567090628,1.0538912123121762
6,25,2025-01-25,9459.447110780779,8895.166338553472,1.063436786986388
6,25,2025-02-01,9020.825290484312,8550.334550994303,1.0550260035655912
6,25,2025-02-08,7818.831928416681,7639.239330962013,1.0235092251563287
6,25,2025-02-15,6376.788824385962,6331.383962526472,1.0071713960373003
6,25,2025-02-22,5207.556605497416,5204.949045886153,1.0005009769717772
6,25,2025-03-01,4226.40852370973,4251.471374291041,0.994104899604201
6,25,2025-03-08,3292.205046624039,3390.046292651581,0.9711386696283094
6,25,2025-03-15,2514.4889317908455,2668.853342167616,0.9421607744652626
6,25,2025-03-22,1887.5053027692788,2103.272644567502,0.8974135177597997
6,25,2025-03-29,1439.026546048131,1674.7966202064322,0.8592246537199002
6,25,2025-04-05,1147.5842386904062,1372.8778073979756,0.8358968529511233
6,25,2025-04-12,996.4471276058398,1180.0156433674351,0.8444355235514149
6,25,2025-04-19,923.3045119205589,1066.5645425232685,0.8656808614096748
6,25,2025-04-26,877.8477274922774,982.6319850069754,0.8933636813033782
6,25,2025-05-03,821.0282761088052,894.6726115591324,0.9176857159827567
6,25,2025-05-10,794.0198444033324,855.668758248487,0.927952360944734
6,25,2025-05-17,778.6048145735249,834.9589254792028,0.9325067267550498
6,25,2025-05-24,799.9520471822493,860.6560801847086,0.9294677230544501
6,50,2024-11-30,7750.04049525823,8054.518623167836,0.9621978491633489
6,50,2024-12-07,8000.997561292547,8212.357972615127,0.9742631273469348
6,50,2024-12-14,8248.904419787843,8363.583880388243,0.986288239319353
6,50,2024-12-21,8621.317154523276,8525.503582174097,1.0112384648514505
6,50,2024-12-28,8945.91305840182,8734.763689644491,1.0241734494783938
6,50,2025-01-04,9206.557370782977,8930.263003157183,1.0309391075635863
6,50,2025-01-11,9172.069073410332,8838.394234677018,1.037752880203528
6,50,2025-01-18,9352.565643041158,8917.99567090628,1.0487295563007057
6,50,2025-01-25,9443.67974018231,8895.166338553472,1.0616642096114008
6,50,2025-02-01,9172.73350819793,8550.334550994303,1.0727923513976714
6,50,2025-02-08,8112.989204586451,7639.239330962013,1.06201532025634
6,50,2025-02-15,6621.352197631601,6331.383962526472,1.0457985547585429
6,50,2025-02-22,5397.334770268857,5204.949045886153,1.0369620764173975
6,50,2025-03-01,4355.811631455484,4251.471374291041,1.0245421521112423
6,50,2025-03-08,3386.2364608384555,3390.046292651581,0.9988761711539503
6,50,2025-03-15,2598.2736439170963,2668.853342167616,0.9735542987187165
6,50,2025-03-22,1972.2225381595679,2103.272644567502,0.937692287898851
6,50,2025-03-29,1512.4893193047653,1674.7966202064322,0.9030883517775065
6,50,2025-04-05,1202.815359269049,1372.8778073979756,0.8761270324186774
6,50,2025-04-12,1034.3841613563206,1180.0156433674351,0.8765851259433113
6,50,2025-04-19,951.3595617630074,1066.5645425232685,0.8919849890305651
6,50,2025-04-26,895.2063041531659,982.6319850069754,0.9110290707123798
6,50,2025-05-03,830.6147700133048,894.6726115591324,0.928400801904291
6,50,2025-05-10,802.7299405765791,855.668758248487,0.9381316459651149
6,50,2025-05-17,786.7521858872501,834.9589254792028,0.9422645376665856
6,50,2025-05-24,809.1391026670585,860.6560801847086,0.9401422023224494
6,75,2024-11-30,7865.911519205848,8054.518623167836,0.9765836901264983
6,75,2024-12-07,8058.842751464413,8212.357972615127,0.9813068035194489
6,75,2024-12-14,8253.755024691274,8363.583880388243,0.9868682065885048
6,75,2024-12-21,8522.949817507475,8525.503582174097,0.999700455856712
6,75,2024-12-28,8787.630386490397,8734.763689644491,1.0060524472927164
6,75,2025-01-04,8976.602543385216,8930.263003157183,1.005189045407918
6,75,2025-01-11,8885.51148114497,8838.394234677018,1.0053309736154434
6,75,2025-01-18,9061.480417010487,8917.99567090628,1.0160893491541272
