n_bootstrap,k_perc,week,mae_adaptive_ensemble2,mae_original_ensemble2,mae_rel_original2
3,50,2025-05-24,0.815902316925102,0.8124585007502407,1.0042387594833226
3,75,2024-11-30,0.6089601212279648,0.6419561795391667,0.9486007622282125
3,75,2024-12-07,0.6096510624227195,0.6372900985917587,0.956630369387326
3,75,2024-12-14,0.6110643089345595,0.634417513461212,0.9631895336570334
3,75,2024-12-21,0.6184676937677613,0.6352507526027817,0.9735804188090199
3,75,2024-12-28,0.6368368252252493,0.6515545793811284,0.9774113257405718
3,75,2025-01-04,0.6475646010275609,0.6733287985351051,0.9617360826336303
3,75,2025-01-11,0.657095768930777,0.6881839686010983,0.9548257426956405
3,75,2025-01-18,0.6768576637043191,0.7056403718367663,0.9592105139087684
3,75,2025-01-25,0.6983025008339084,0.7213356295609596,0.9680687771640085
3,75,2025-02-01,0.7086331371331527,0.7317280162067694,0.9684378914540691
3,75,2025-02-08,0.7092845210134004,0.7276598563324814,0.9747473559807249
3,75,2025-02-15,0.7071748060236455,0.7226628746839632,0.9785680582151242
3,75,2025-02-22,0.7108094614817243,0.7250918054950972,0.9803027093877845
3,75,2025-03-01,0.7138435178174262,0.7303574219329648,0.9773892841783781
3,75,2025-03-08,0.711348297580019,0.731082031412148,0.9730074971285896
3,75,2025-03-15,0.7072180011144352,0.7318201186631652,0.9663822885961767
3,75,2025-03-22,0.7080070240405507,0.7333830346121584,0.9653986943057287
3,75,2025-03-29,0.7093511259320121,0.7340253718520693,0.9663850230983162
3,75,2025-04-05,0.714790771041663,0.7354453086078904,0.9719156036152791
3,75,2025-04-12,0.7193893130844494,0.7364683098797766,0.9768095971459855
3,75,2025-04-19,0.7306977877409621,0.7424745641991816,0.9841384782374037
3,75,2025-04-26,0.7420789002422257,0.7493209286773562,0.9903352113120427
3,75,2025-05-03,0.7468132152531731,0.750585894796934,0.9949736871290639
3,75,2025-05-10,0.7571943050913533,0.7593194184086924,0.9972012920178009
3,75,2025-05-17,0.7741181909025319,0.7756534113084563,0.9980207391812604
3,75,2025-05-24,0.8093170156498782,0.8124585007502407,0.996133359307015
4,5,2024-11-30,0.5720915968730186,0.6408528277505164,0.8927035539207037
4,5,2024-12-07,0.5835260696714386,0.6358546762089592,0.9177035123032987
4,5,2024-12-14,0.5898384828632257,0.6331536481967623,0.93158822434823
4,5,2024-12-21,0.61024216630805,0.6346105233084758,0.9616010827028459
4,5,2024-12-28,0.6311574051209037,0.6512328148035732,0.9691732215786382
4,5,2025-01-04,0.5888469003039964,0.672788928440036,0.8752327444943662
4,5,2025-01-11,0.5815436540376742,0.6881622560428555,0.8450676405615863
4,5,2025-01-18,0.6047392166310022,0.7063503288248026,0.8561462944841309
4,5,2025-01-25,0.6207577906768171,0.722464731965192,0.8592222750974714
4,5,2025-02-01,0.6440158908581589,0.7328475887644605,0.8787855766079999
4,5,2025-02-08,0.6595805842372461,0.7281799609820575,0.9057933746868081
4,5,2025-02-15,0.662141995055859,0.7240496355860423,0.9144980710057599
4,5,2025-02-22,0.6801385835106805,0.7265935713278673,0.9360646864349637
4,5,2025-03-01,0.6944645643056323,0.7322219496663542,0.9484345076271935
4,5,2025-03-08,0.6989523404102063,0.7332396782484225,0.9532385673397783
4,5,2025-03-15,0.6914900374633091,0.7344251667152553,0.9415391367319624
4,5,2025-03-22,0.7074393081844466,0.7356021048006257,0.9617146329076747
4,5,2025-03-29,0.7111129238682538,0.7361434508461375,0.9659977590656913
4,5,2025-04-05,0.7260205408297964,0.7394249090084035,0.9818719006956597
4,5,2025-04-12,0.738589350269088,0.7411566842471425,0.9965360442230075
4,5,2025-04-19,0.7470155455797673,0.747702668702999,0.9990810209031037
4,5,2025-04-26,0.7488863862334183,0.7552439800908907,0.9915820661599881
4,5,2025-05-03,0.7481421277077267,0.7579748741051349,0.9870276090496842
4,5,2025-05-10,0.7589754771217427,0.7673172769986164,0.9891286171614656
4,5,2025-05-17,0.7828900919080246,0.7850902925540582,0.997197518977243
4,5,2025-05-24,0.8171280516660931,0.8202292090869701,0.9962191575397212
4,15,2024-11-30,0.5699853506134918,0.6408528277505164,0.8894169237174477
4,15,2024-12-07,0.5745057871758529,0.6358546762089592,0.9035174367217433
4,15,2024-12-14,0.5801087037838226,0.6331536481967623,0.9162210554041454
4,15,2024-12-21,0.6038210275869627,0.6346105233084758,0.951482847209978
4,15,2024-12-28,0.6229344444042845,0.6512328148035732,0.9565464611794414
4,15,2025-01-04,0.6112055412342785,0.672788928440036,0.9084655162971423
4,15,2025-01-11,0.607548792475978,0.6881622560428555,0.8828568947817196
4,15,2025-01-18,0.6301379732754705,0.7063503288248026,0.8921040276485307
4,15,2025-01-25,0.6499986058527802,0.722464731965192,0.8996959672823127
4,15,2025-02-01,0.6739404201334076,0.7328475887644605,0.9196187999603477
4,15,2025-02-08,0.6855778180658976,0.7281799609820575,0.9414950352949775
4,15,2025-02-15,0.6879670174224938,0.7240496355860423,0.9501655461309039
4,15,2025-02-22,0.6917091164629017,0.7265935713278673,0.9519890400334627
4,15,2025-03-01,0.696553909044776,0.7322219496663542,0.9512879385303448
4,15,2025-03-08,0.6929849585978572,0.7332396782484225,0.9451001891404369
4,15,2025-03-15,0.6843212653612774,0.7344251667152553,0.9317780713070203
4,15,2025-03-22,0.6930424847132038,0.7356021048006257,0.9421431507472956
4,15,2025-03-29,0.7010572472130437,0.7361434508461375,0.9523378173197561
4,15,2025-04-05,0.7122644449803596,0.7394249090084035,0.9632681240553999
4,15,2025-04-12,0.7258124828916103,0.7411566842471425,0.9792969534220437
4,15,2025-04-19,0.7404051901914125,0.747702668702999,0.9902401331210372
4,15,2025-04-26,0.7527482706387744,0.7552439800908907,0.9966954924264131
4,15,2025-05-03,0.7601317851584636,0.7579748741051349,1.002845623419741
4,15,2025-05-10,0.7715285572001744,0.7673172769986164,1.0054883166687327
4,15,2025-05-17,0.7930152467251925,0.7850902925540582,1.0100943219478016
4,15,2025-05-24,0.8240658766828813,0.8202292090869701,1.0046775554362202
4,25,2024-11-30,0.5772461890752623,0.6408528277505164,0.9007468861477566
4,25,2024-12-07,0.5845793849775481,0.6358546762089592,0.9193600469573954
4,25,2024-12-14,0.5862960222030045,0.6331536481967623,0.9259932780499496
4,25,2024-12-21,0.5999952537252763,0.6346105233084758,0.9454543088842328
4,25,2024-12-28,0.6191681370494283,0.6512328148035732,0.9507631110944305
4,25,2025-01-04,0.6154513120027584,0.672788928440036,0.9147762187909012
4,25,2025-01-11,0.6200499287870622,0.6881622560428555,0.9010228668345455
4,25,2025-01-18,0.6432867562021992,0.7063503288248026,0.9107191289518813
4,25,2025-01-25,0.6641529413449665,0.722464731965192,0.9192876993986816
4,25,2025-02-01,0.6808712933573623,0.7328475887644605,0.9290762551395887
4,25,2025-02-08,0.6934273124898934,0.7281799609820575,0.9522746431455007
4,25,2025-02-15,0.6977228293512174,0.7240496355860423,0.9636395007456691
4,25,2025-02-22,0.6982310375143452,0.7265935713278673,0.9609650636439174
4,25,2025-03-01,0.7036039760656442,0.7322219496663542,0.9609162582277816
4,25,2025-03-08,0.6946549999465078,0.7332396782484225,0.9473778091304517
4,25,2025-03-15,0.6876746816422066,0.7344251667152553,0.936344113475656
