state,k_perc,week,mae_adaptive_ensemble2,mae_original_ensemble2
54,75,2024-03-02,0.8135386960632477,0.8969986827099625
54,75,2024-03-09,0.8265266351633763,0.8964152900442114
54,75,2024-03-16,0.824091357844868,0.8966643406462663
54,75,2024-03-23,0.8263825902917837,0.9018191746106886
54,75,2024-03-30,0.8354276252362023,0.9062626821222834
54,75,2024-04-06,0.847344937331097,0.9056548911809061
54,75,2024-04-13,0.8504271128239326,0.8741414056240574
54,75,2024-04-20,0.7518987530605069,0.8875119574655195
55,5,2023-11-04,0.4181438839670243,0.42954880825366426
55,5,2023-11-11,0.49024036713943236,0.4284496727383379
55,5,2023-11-18,0.45453955860778644,0.42699840801912586
55,5,2023-11-25,0.39969090380203565,0.4205669476476975
55,5,2023-12-02,0.3639119362672036,0.4169206775768319
55,5,2023-12-09,0.4535282507678447,0.4171334438102878
55,5,2023-12-16,0.5599048732982564,0.424012243633134
55,5,2023-12-23,0.5581541268345721,0.42912651642895827
55,5,2023-12-30,0.547804588388174,0.45480385606711055
55,5,2024-01-06,0.6549349730633935,0.4701944243418928
55,5,2024-01-13,0.6049099345389695,0.5055260375999064
55,5,2024-01-20,0.6251545189797034,0.5496876037861012
55,5,2024-01-27,0.5579113990870183,0.5734611203907377
55,5,2024-02-03,0.42852834694277453,0.574811438307289
55,5,2024-02-10,0.28991130299279216,0.6218263143184499
55,5,2024-02-17,0.37279827543190397,0.6805714957589476
55,5,2024-02-24,0.4785383121953843,0.7249800350319777
55,5,2024-03-02,0.5837726998641156,0.7583922854327124
55,5,2024-03-09,0.5766528666784861,0.7862325968274245
55,5,2024-03-16,0.5633936106554148,0.8063493521914116
55,5,2024-03-23,0.5693419066531581,0.8198450100026838
55,5,2024-03-30,0.46044574181768977,0.8407526983650312
55,5,2024-04-06,0.4912875551901601,0.8551529293282017
55,5,2024-04-13,0.4797210398696768,0.8456557599627677
55,5,2024-04-20,0.41294240486594025,0.8432691144146935
55,15,2023-11-04,0.4025478605444308,0.42954880825366426
55,15,2023-11-11,0.3928341229500898,0.4284496727383379
55,15,2023-11-18,0.44266226557314464,0.42699840801912586
55,15,2023-11-25,0.37592409367336393,0.4205669476476975
55,15,2023-12-02,0.37293897402703596,0.4169206775768319
55,15,2023-12-09,0.4014485090794046,0.4171334438102878
55,15,2023-12-16,0.48112850611385993,0.424012243633134
55,15,2023-12-23,0.49709322526485306,0.42912651642895827
55,15,2023-12-30,0.5181147975392262,0.45480385606711055
55,15,2024-01-06,0.609217752804965,0.4701944243418928
55,15,2024-01-13,0.5868464656313244,0.5055260375999064
55,15,2024-01-20,0.6067439393000976,0.5496876037861012
55,15,2024-01-27,0.6056344083862207,0.5734611203907377
55,15,2024-02-03,0.49132292592728966,0.574811438307289
55,15,2024-02-10,0.37896547139775194,0.6218263143184499
55,15,2024-02-17,0.34835580018523277,0.6805714957589476
55,15,2024-02-24,0.3666529008744155,0.7249800350319777
55,15,2024-03-02,0.47264228116189627,0.7583922854327124
55,15,2024-03-09,0.4654691423716659,0.7862325968274245
55,15,2024-03-16,0.48870847386462013,0.8063493521914116
55,15,2024-03-23,0.4499693419833638,0.8198450100026838
55,15,2024-03-30,0.49050455216297006,0.8407526983650312
55,15,2024-04-06,0.536103581410382,0.8551529293282017
55,15,2024-04-13,0.5612417508073906,0.8456557599627677
55,15,2024-04-20,0.5145329727265455,0.8432691144146935
55,25,2023-11-04,0.38845309116875815,0.42954880825366426
55,25,2023-11-11,0.3795229142419316,0.4284496727383379
55,25,2023-11-18,0.4082212359642439,0.42699840801912586
55,25,2023-11-25,0.36735580775853505,0.4205669476476975
55,25,2023-12-02,0.3733189062087468,0.4169206775768319
55,25,2023-12-09,0.3945119521782553,0.4171334438102878
55,25,2023-12-16,0.43518309871257954,0.424012243633134
55,25,2023-12-23,0.4440562971757891,0.42912651642895827
55,25,2023-12-30,0.4617014989967119,0.45480385606711055
55,25,2024-01-06,0.5353408316207668,0.4701944243418928
55,25,2024-01-13,0.542038635605169,0.5055260375999064
55,25,2024-01-20,0.5526902334327211,0.5496876037861012
55,25,2024-01-27,0.5644272217608156,0.5734611203907377
55,25,2024-02-03,0.48147093300554117,0.574811438307289
55,25,2024-02-10,0.35967433372844304,0.6218263143184499
55,25,2024-02-17,0.33016315473424707,0.6805714957589476
55,25,2024-02-24,0.3614161076971434,0.7249800350319777
55,25,2024-03-02,0.47071080738313015,0.7583922854327124
55,25,2024-03-09,0.4879125732928038,0.7862325968274245
55,25,2024-03-16,0.5318266125193662,0.8063493521914116
55,25,2024-03-23,0.5629048136559989,0.8198450100026838
55,25,2024-03-30,0.5873284221542684,0.8407526983650312
55,25,2024-04-06,0.6156052302159372,0.8551529293282017
55,25,2024-04-13,0.6496294700020525,0.8456557599627677
55,25,2024-04-20,0.6172275433596273,0.8432691144146935
55,50,2023-11-04,0.3901165848654161,0.42954880825366426
55,50,2023-11-11,0.36133733648159877,0.4284496727383379
55,50,2023-11-18,0.3594673375864781,0.42699840801912586
55,50,2023-11-25,0.376411925501176,0.4205669476476975
55,50,2023-12-02,0.3707176620373976,0.4169206775768319
55,50,2023-12-09,0.3711549005448432,0.4171334438102878
55,50,2023-12-16,0.36835440262050434,0.424012243633134
55,50,2023-12-23,0.37464499494753223,0.42912651642895827
55,50,2023-12-30,0.38125690321085565,0.45480385606711055
55,50,2024-01-06,0.39159316324543075,0.4701944243418928
55,50,2024-01-13,0.38730896534187664,0.5055260375999064
55,50,2024-01-20,0.4031572166652934,0.5496876037861012
55,50,2024-01-27,0.41784440023155844,0.5734611203907377
55,50,2024-02-03,0.42015169811990444,0.574811438307289
55,50,2024-02-10,0.394881436442329,0.6218263143184499
55,50,2024-02-17,0.42516185051971667,0.6805714957589476
55,50,2024-02-24,0.49627855544789823,0.7249800350319777
55,50,2024-03-02,0.5630678495833219,0.7583922854327124
55,50,2024-03-09,0.5857730459778685,0.7862325968274245
55,50,2024-03-16,0.6207137866342615,0.8063493521914116
55,50,2024-03-23,0.6447532712430903,0.8198450100026838
55,50,2024-03-30,0.6683812841603991,0.8407526983650312
55,50,2024-04-06,0.7092343651072329,0.8551529293282017
55,50,2024-04-13,0.7513443344730456,0.8456557599627677
55,50,2024-04-20,0.7318060217402143,0.8432691144146935
55,75,2023-11-04,0.37506498461297394,0.42954880825366426
55,75,2023-11-11,0.37518814226557684,0.4284496727383379
55,75,2023-11-18,0.3781710876791356,0.42699840801912586
55,75,2023-11-25,0.37862276450567417,0.4205669476476975
55,75,2023-12-02,0.37643333332992646,0.4169206775768319
55,75,2023-12-09,0.37693194552669324,0.4171334438102878
55,75,2023-12-16,0.3794893352473147,0.424012243633134
55,75,2023-12-23,0.3834281155999208,0.42912651642895827
55,75,2023-12-30,0.3966341341272717,0.45480385606711055
55,75,2024-01-06,0.4099483541137248,0.4701944243418928
55,75,2024-01-13,0.4130246825902196,0.5055260375999064
55,75,2024-01-20,0.44343517067021443,0.5496876037861012
55,75,2024-01-27,0.4880436046198939,0.5734611203907377
55,75,2024-02-03,0.4888204641529822,0.574811438307289
55,75,2024-02-10,0.4683334918491659,0.6218263143184499
55,75,2024-02-17,0.5019195939029052,0.6805714957589476
55,75,2024-02-24,0.5707433171467864,0.7249800350319777
55,75,2024-03-02,0.6322576463817022,0.7583922854327124
55,75,2024-03-09,0.6572155965199602,0.7862325968274245
55,75,2024-03-16,0.6922219411474833,0.8063493521914116
55,75,2024-03-23,0.7168902898674249,0.8198450100026838
55,75,2024-03-30,0.7329893046165586,0.8407526983650312
55,75,2024-04-06,0.7685297408223237,0.8551529293282017
55,75,2024-04-13,0.8021919440559703,0.8456557599627677
55,75,2024-04-20,0.7844277309460338,0.8432691144146935
53,5,2023-11-04,0.6134277565640907,0.8540379059310036
53,5,2023-11-11,0.553726074836284,0.8293805827703218
53,5,2023-11-18,0.49995381602933386,0.7919277770625197
53,5,2023-11-25,0.5285377450329817,0.7499282549557251
53,5,2023-12-02,0.5013680875072202,0.6867563892462469
53,5,2023-12-09,0.5468285398214001,0.6201660447248156
53,5,2023-12-16,0.7435710037865956,0.5205327304800466
53,5,2023-12-23,0.7831755074184619,0.426487199820287
53,5,2023-12-30,0.9675452221230854,0.369471727856543
53,5,2024-01-06,1.0700637512161777,0.3864541308949215
53,5,2024-01-13,1.180619982768782,0.4254214661694978
53,5,2024-01-20,1.2427505760489888,0.43458963178050425
53,5,2024-01-27,1.1837089117099988,0.4475065283714951
53,5,2024-02-03,0.9817116974091157,0.4591472778844037
53,5,2024-02-10,0.7199038317907658,0.4868876310135329
53,5,2024-02-17,0.4185480639540139,0.5041729916527015
53,5,2024-02-24,0.28683707710260065,0.546570891682286
53,5,2024-03-02,0.22067879403655508,0.5894654375383496
53,5,2024-03-09,0.34652103453055855,0.6398303942762392
53,5,2024-03-16,0.42537644679994263,0.6934304265716977
53,5,2024-03-23,0.4920934886982544,0.7078423084792721
53,5,2024-03-30,0.5152226359176095,0.7074032082159448
53,5,2024-04-06,0.5208604021054525,0.7234933677819828
53,5,2024-04-13,0.543850972705773,0.7430188981282851
53,5,2024-04-20,0.5894555536204071,0.750457389100961
53,15,2023-11-04,0.5659030630491941,0.8540379059310036
53,15,2023-11-11,0.5655581421735241,0.8293805827703218
53,15,2023-11-18,0.47744841401456767,0.7919277770625197
53,15,2023-11-25,0.4999223638791001,0.7499282549557251
53,15,2023-12-02,0.4342706518051819,0.6867563892462469
53,15,2023-12-09,0.492912063406498,0.6201660447248156
53,15,2023-12-16,0.5173050979779732,0.5205327304800466
53,15,2023-12-23,0.5809617351903245,0.426487199820287
53,15,2023-12-30,0.6832754487761719,0.369471727856543
53,15,2024-01-06,0.7397854591238362,0.3864541308949215
53,15,2024-01-13,0.8319587946445164,0.4254214661694978
53,15,2024-01-20,0.8813922955055804,0.43458963178050425
53,15,2024-01-27,0.8110430617476244,0.4475065283714951
53,15,2024-02-03,0.6485474895445943,0.4591472778844037
53,15,2024-02-10,0.5079255446037362,0.4868876310135329
53,15,2024-02-17,0.4017018474105804,0.5041729916527015
53,15,2024-02-24,0.30655771897169787,0.546570891682286
53,15,2024-03-02,0.2797687697883983,0.5894654375383496
53,15,2024-03-09,0.3305339763861927,0.6398303942762392
53,15,2024-03-16,0.4019423219813964,0.6934304265716977
53,15,2024-03-23,0.4687729656174117,0.7078423084792721
53,15,2024-03-30,0.4854993704793626,0.7074032082159448
53,15,2024-04-06,0.4696228698428063,0.7234933677819828
53,15,2024-04-13,0.49615335226864,0.7430188981282851
53,15,2024-04-20,0.5574989541647357,0.750457389100961
53,25,2023-11-04,0.6352485825475044,0.8540379059310036
53,25,2023-11-11,0.5533969780662321,0.8293805827703218
53,25,2023-11-18,0.4531915049576813,0.7919277770625197
53,25,2023-11-25,0.5032065924865177,0.7499282549557251
53,25,2023-12-02,0.4303309308146841,0.6867563892462469
53,25,2023-12-09,0.4525305728714091,0.6201660447248156
53,25,2023-12-16,0.4639765558354118,0.5205327304800466
53,25,2023-12-23,0.4917233820051136,0.426487199820287
53,25,2023-12-30,0.5442869382526923,0.369471727856543
53,25,2024-01-06,0.5805122856522698,0.3864541308949215
53,25,2024-01-13,0.6501737386039044,0.4254214661694978
53,25,2024-01-20,0.6908218318809667,0.43458963178050425
53,25,2024-01-27,0.6660750128008458,0.4475065283714951
53,25,2024-02-03,0.5563351825910757,0.4591472778844037
53,25,2024-02-10,0.46198032248183135,0.4868876310135329
53,25,2024-02-17,0.3572814461489116,0.5041729916527015
53,25,2024-02-24,0.3016314769629327,0.546570891682286
53,25,2024-03-02,0.29487861012785876,0.5894654375383496
53,25,2024-03-09,0.3411657320660711,0.6398303942762392
53,25,2024-03-16,0.4128220806644339,0.6934304265716977
53,25,2024-03-23,0.48305819408791045,0.7078423084792721
53,25,2024-03-30,0.5014852438588526,0.7074032082159448
53,25,2024-04-06,0.49681267177319366,0.7234933677819828
53,25,2024-04-13,0.522637630394794,0.7430188981282851
53,25,2024-04-20,0.5878481614539214,0.750457389100961
53,50,2023-11-04,0.6555199058207747,0.8540379059310036
53,50,2023-11-11,0.5397598440671353,0.8293805827703218
53,50,2023-11-18,0.45179047647004594,0.7919277770625197
53,50,2023-11-25,0.44166350800412646,0.7499282549557251
53,50,2023-12-02,0.42833713190773126,0.6867563892462469
53,50,2023-12-09,0.4102963949811018,0.6201660447248156
53,50,2023-12-16,0.41050250905010083,0.5205327304800466
53,50,2023-12-23,0.40101525702240925,0.426487199820287
53,50,2023-12-30,0.3894105789079242,0.369471727856543
53,50,2024-01-06,0.39659456412607635,0.3864541308949215
53,50,2024-01-13,0.44234112220785937,0.4254214661694978
53,50,2024-01-20,0.47450782279564935,0.43458963178050425
53,50,2024-01-27,0.45875925791699934,0.4475065283714951
53,50,2024-02-03,0.42981474569572853,0.4591472778844037
53,50,2024-02-10,0.38290454128359713,0.4868876310135329
53,50,2024-02-17,0.3648099170118271,0.5041729916527015
53,50,2024-02-24,0.36482429523357907,0.546570891682286
53,50,2024-03-02,0.3878058491399481,0.5894654375383496
53,50,2024-03-09,0.43929745655546604,0.6398303942762392
53,50,2024-03-16,0.5073676881430336,0.6934304265716977
53,50,2024-03-23,0.5777585124986763,0.7078423084792721
53,50,2024-03-30,0.593626464652609,0.7074032082159448
53,50,2024-04-06,0.5781263229366143,0.7234933677819828
53,50,2024-04-13,0.5976663230257495,0.7430188981282851
53,50,2024-04-20,0.6420007832331143,0.750457389100961
53,75,2023-11-04,0.6990887393858667,0.8540379059310036
53,75,2023-11-11,0.6548495754737275,0.8293805827703218
53,75,2023-11-18,0.6319793360841335,0.7919277770625197
